input,comment,replyCount,label,sentiment_label,sentiment_score
Samsung Galaxy Z Fold 7,"Current S24U user. Literally the ONLY thing keeping me from this phone is the lack of an S-pen.  If they included an S-pen, I'd buy it in a heartbeat.",1,design,NEGATIVE,0.9997451901435852
Samsung Galaxy Z Fold 7,Of course! When it comes in ill do a review,0,others,NEGATIVE,0.9986012578010559
Iphone 17,How much discount you got in exchange? With iphone 12 to iphone 17 ?,0,price,NEGATIVE,0.9961370825767517
Iphone 17,Also upgraded from the 12 to the 17 😊,0,others,POSITIVE,0.9738124012947083
Iphone 17," @Young_Dab  I still have mine , I’m only now having to charge a little more regular. It’s serving me well. I am considering an upgrade now",0,battery,POSITIVE,0.9983672499656677
Iphone 17," @Young_Dab I have the mini, 1 new battery and it’s now on 75% might even change battery again and wait for iPhone 18",0,battery,NEGATIVE,0.9964351654052734
Iphone 17,Best true upgrade,0,others,POSITIVE,0.9996832609176636
Iphone 17,Same here ! I always go for the pro max but this time I was like I don’t need so much extra ! A phone is a phone to me nowadays -nonetheless it’s a big upgrade from the 12 and so far I am liking it !,0,others,POSITIVE,0.9962146878242493
Iphone 17, @Kryptic712 they probably didn’t know you can trade in your old phone at the stores. 😂,0,others,NEGATIVE,0.9995254278182983
Iphone 17, @Young_Dab  Still on 12 mini here ;),0,others,NEGATIVE,0.9885170459747314
Iphone 17,Getting one this week!!,0,others,POSITIVE,0.9984471201896667
Iphone 17,Trading my 13 for the 17 this week.,0,others,NEGATIVE,0.9609670639038086
Iphone 17, @Young_Dab idk where you here that but my base 12 still works very well with no issues to battery. I only upgraded to the air cuz the audio of my 12 completely gave out,0,battery,NEGATIVE,0.8930842280387878
Iphone 17,Made the right decision. I also upgraded from the 12 to 17 and it’s a day and night different,0,others,POSITIVE,0.9996781349182129
Iphone 17,How much did you get for your iPhone 12?,0,others,NEGATIVE,0.9984662532806396
Samsung Galaxy Z Fold 7,+1 couldn't have said it better.,0,others,NEGATIVE,0.9789809584617615
Samsung Galaxy Z Fold 7,?,0,others,NEGATIVE,0.9851024150848389
Samsung Galaxy Z Fold 7,Crayon Icon pack / Nova launcher,0,others,NEGATIVE,0.9939360022544861
Iphone 17,Oneplus 13 detailed review venam 🎉,2,others,POSITIVE,0.9944252967834473
Iphone 17,"Shaz bro, can we expected a detailed review of Oneplus 13 please",0,others,POSITIVE,0.9841116666793823
Iphone 17,Samsungs poor video quality should be discussed. Not even comparable to apple cinematic,3,camera,NEGATIVE,0.9996223449707031
Iphone 17,Shazzam bro... Njan company sim and personal sim same phonil use cheyyunne so new iphone e sim mathram task annu.. Personal sim e sim annu but company sim esim akkan pattilla 🥲.... Atleast iphone 16 pole one physical sim kodukamayirunnu,0,others,NEGATIVE,0.9947986602783203
Iphone 17,"I have oneplus 13 and my friends prefer the photos that I took in my oneplus 13 than their s24s and s25s. Nobody even likes the iphone raw photos most of them put some filters on top. It's like they instantly put a smile on their face when I show it to them. 
I like how oneplus captures the photo, it's spot on but I am not a fan of vivo photos, they look a little more soft to my liking.
Xiaomi photos are great though, I was even blown away by even xiaomi 14",0,camera,POSITIVE,0.9851107597351074
Iphone 17,Waiting ayirunnu for your iPhone 17 review🎉❤,1,others,NEGATIVE,0.9872272610664368
Iphone 17,Bro wallpaper evidunna download cheyyunne😁,0,others,POSITIVE,0.8523077368736267
Iphone 17,Nicelee editing skill eduthee purathitirkyaaa 😄,1,others,POSITIVE,0.9916341304779053
Iphone 17,"ബ്രോ...16 pro max & 17  pro max കംമ്പാരിസൺ ഇടാമോ... 

16 series ഉള്ളവർ ഈ ഫോണിലേക്ക് ചാടേണ്ട കാര്യമുണ്ടോ ? ഡ്യൂറബിലിറ്റി, പെർഫോമൻസ്  വിച്ചൊക്കെ ഒരു കമ്പാരിസൺ വീഡിയോ ഇറക്കാമോ . ആൻഡ് യുവർ ഒപ്പീനിയൻ",0,performance,NEGATIVE,0.9662771224975586
Iphone 17,iPhone 17 njn medichuuuu ❤ itsss great phone,0,others,NEGATIVE,0.87117600440979
Iphone 17,Waiting for 17 review ❤,0,others,NEGATIVE,0.9799301624298096
Iphone 17,ന്നാ പിന്നെ giveaway കൊടുത്തേക്ക്😂😂,0,others,NEGATIVE,0.6855164170265198
Iphone 17,"Hey man , whats your spec brand?",0,others,POSITIVE,0.9665126800537109
Iphone 17,"Hey bro, can you let me know where you got the Goku wallpaper from?",0,others,NEGATIVE,0.9415897727012634
Iphone 17,I phone 17 pro ❌ Aluminium pathram✅,0,others,NEGATIVE,0.9808743596076965
Iphone 17,X300 pro review iduvoo..,0,others,NEGATIVE,0.9350351691246033
Iphone 17,First comment 🎉,0,others,POSITIVE,0.6554660201072693
Iphone 17,"Shazzam Bro, wallpaper eatha ? 17 pro de.",1,others,NEGATIVE,0.9910923838615417
Iphone 17,Bro iphone 17 te review idumo🫣,1,others,NEGATIVE,0.9261992573738098
Iphone 17,OnePlus 13 nte long-term Review need 🤌👀,0,others,NEGATIVE,0.9941744208335876
Iphone 17,"just did it today, amazing phone",0,others,POSITIVE,0.9998262524604797
Iphone 17,"great! i am still using my iphone 12 mini. its crazy to think how much apple products serve you if you use them well, my phone recently received ios 26 update but yes, this is the year when it finally feels like the jump is significant enough.",0,others,POSITIVE,0.9984074234962463
Iphone 17,Thinking of going from 17 pro to 17 and getting the extra 300 back. They share the same exact display and it’s only camera that is noticeable which I don’t care about.,0,camera,NEGATIVE,0.9982848763465881
Iphone 17,No need for that,0,others,POSITIVE,0.990632176399231
Iphone 17,Wow all of you guys on the 11 - 13 are gonna notice some major changes congratulations 👏,0,others,POSITIVE,0.9996557235717773
Iphone 17,"Me from 11 to 17 after six long years, so excited!",0,others,POSITIVE,0.9993501305580139
Iphone 17,Also me,0,others,POSITIVE,0.9972473978996277
Iphone 17,Life changing,0,others,POSITIVE,0.9997005462646484
Iphone 17,From 5 too 17 pro,0,others,NEGATIVE,0.964346170425415
Iphone 17,I just went from my long lived 13 to a 17,0,others,NEGATIVE,0.9863791465759277
Iphone 17,"me from 7 to 17, hell yeah! big leap!",0,others,POSITIVE,0.9882180094718933
Iphone 17,12 here😊,0,others,POSITIVE,0.6550694108009338
Iphone 17,Me too but im keeping both,0,others,POSITIVE,0.9981194138526917
Iphone 17,same,0,others,NEGATIVE,0.984588086605072
Iphone 17,I'm coming from a Samsung A71 (from 2021) to a iPhone 17 so yea,0,others,NEGATIVE,0.9854534864425659
Iphone 17,X to 17,0,others,POSITIVE,0.9493545889854431
Iphone 17,Same! Excited for the upgrade 😍,0,others,POSITIVE,0.9648997783660889
Iphone 17,Same 13->17,0,others,NEGATIVE,0.8552009463310242
Iphone 17,same!!,0,others,NEGATIVE,0.8485724329948425
Iphone 17,8 to 17😬,0,others,NEGATIVE,0.7126737833023071
Iphone 17,13 mini to the 17 for me!,0,others,POSITIVE,0.7221183180809021
Iphone 17,me too.,0,others,POSITIVE,0.9983318448066711
Iphone 17, @DailyThingsInLife same,0,others,NEGATIVE,0.9845271110534668
Iphone 17,XR to 17,0,others,POSITIVE,0.8920943140983582
Iphone 17,I'm thinking of doing the same from my 128gb 13 to a 256gb 17 but that's if the prices matches my budget,0,price,NEGATIVE,0.9964388608932495
Iphone 17, @DailyThingsInLife same,0,others,NEGATIVE,0.9845271110534668
Iphone 17,I’m going 13 pro max to this but specs look almost identical in ALOT of categories. We’ll see how it performs,0,performance,POSITIVE,0.9948819875717163
Samsung Galaxy Z Fold 7,having higher megapixels doesn't automatically mean the camera is better,0,camera,NEGATIVE,0.9964308738708496
Samsung Galaxy Z Fold 7,Rocking s25u n 17pm at the same time. Both had their own pro n cons. Carrying both at the same time. 😅 iPhone is consistent more like basic phone. But s25u it does everything,0,performance,POSITIVE,0.5520083904266357
Samsung Galaxy Z Fold 7,iPhones are for basic phone users and the fold 7 is for people that like to have fun with phones.,0,others,POSITIVE,0.9271776080131531
Samsung Galaxy Z Fold 7,"The inner screen of the Samsung phone is still too delicate and will not last. For almost 2k, the inner screen needs to be much, much better. I have owned multiple fold phones, I wanted the Samsung fold phone to work and gave it multiple chances, now I have the iPhone 17 Pro Max in silver and I will stick with it for 3 years and then see what's what.",0,design,NEGATIVE,0.9990032315254211
Samsung Galaxy Z Fold 7,"I am the Apple fanboy for a long time, but the Z Fold 7 is game-changing, lol.",0,others,POSITIVE,0.956076979637146
Samsung Galaxy Z Fold 7,Returned 17 pro last week for fold 7,0,others,NEGATIVE,0.7127826809883118
Samsung Galaxy Z Fold 7,If this is sponsored why are the # collab ad sponsored not used,0,others,NEGATIVE,0.9994939565658569
Samsung Galaxy Z Fold 7,I just switched to the 17pro max because I can't see my phone screen outside to save my life. Sick of squinting.,0,design,NEGATIVE,0.9995457530021667
Samsung Galaxy Z Fold 7,Bump is the most idiotic thing ever. No one thought of stabilizing the laying position?,0,others,NEGATIVE,0.999562680721283
Samsung Galaxy Z Fold 7,I mean a fold is a fold ….a iPhone is a iPhone ….went with iPhone cause I don’t need a fold …..,0,others,POSITIVE,0.7603573203086853
Samsung Galaxy Z Fold 7,Watching this on my z fold 7 while going through emails on my iPhone 17 pro max 😂,0,others,NEGATIVE,0.9925092458724976
Samsung Galaxy Z Fold 7,How is it a tough choice get that fold/ that’s a iPhone X from 8 years ago,0,others,NEGATIVE,0.9979429841041565
Samsung Galaxy Z Fold 7,That iphone looks outdated compared to the Fold.,0,design,NEGATIVE,0.9997822642326355
Samsung Galaxy Z Fold 7,"S25 ultra is better than the 17 pro max imho. Better screen, multitasking and zoom + spen",1,performance,POSITIVE,0.9978883862495422
Samsung Galaxy Z Fold 7,"I like the way you said ""I brought these phones to Huawei and I just couldn't decide"" just like gulz 😅. Love you bro. Nice video ❤",1,others,POSITIVE,0.9995361566543579
Samsung Galaxy Z Fold 7,I love Fold 7 but still an iPad mini would beat it because you can buy refurbished,0,others,POSITIVE,0.9696362018585205
Samsung Galaxy Z Fold 7,"Sold my M2 ipad after used fold 7🎉, iPhone 17 Pro Max is awesome 😂",0,others,POSITIVE,0.9984075427055359
Samsung Galaxy Z Fold 7,These are both so damn nice and your absolutely correct if you're shopping in this high end category you could buy either. I would love to own a fold one day I'm hoping they'll bring start bringing the prices down 🤞🙏,0,price,POSITIVE,0.9721443057060242
Samsung Galaxy Z Fold 7,I have the fold 7 bought the pro max 17 and iphone air and returned just the pro max. I love the feel and design of the air and is great with hdr social media compared to the fold 7 so ill be k3eping both. The pro max was too heavy hurting my hand and pinky finger,0,design,POSITIVE,0.9925566911697388
Samsung Galaxy Z Fold 7,Not me watching this vid with both phones,0,others,NEGATIVE,0.9920843839645386
Samsung Galaxy Z Fold 7,"My OnePlus 5T had actual red light filter. iPhone, regardless still has not. Android, regardless of two screens or one, is much friendlier. iPhone changes all the time. This might a draw. If you can place your phone in your pocket, that one wins. My next phone is an Android, regardless of fold or not",0,design,POSITIVE,0.9814484715461731
Samsung Galaxy Z Fold 7,I can't give mine up either,0,others,NEGATIVE,0.992131769657135
Iphone 17,I have the 11 Pro and am probably upgrading. I will miss my 11 Pro though..,0,others,NEGATIVE,0.9993102550506592
Samsung Galaxy Z Fold 7,Crayon Icon pack / Nova launcher,0,others,NEGATIVE,0.9939360022544861
Iphone 17,"Same as me, I loved the 13Pro, and this will still feel like a pro upgrade without spending the extra 300$",0,price,NEGATIVE,0.9571458697319031
Iphone 17,"the 17 and 17 Pro literally have the same exact screen. the iPhone 17 Pro Max has a larger screen though, if that's what you meant",0,design,POSITIVE,0.6430227756500244
Iphone 17,"That's in part what motivated me to get the Air. The screen is larger at 6.5"" vs 6.3"" on the 17 and 17 PRO. But the device isn't ridiculously large and heavy like the 6.9"" 17 PRO MAX. There's a few compromises for sure. But I thought about it and really don't think I'll be missing much.",0,design,POSITIVE,0.8750836849212646
Iphone 17," @jerryx2000  My battery was at 75% health, lighter, better cameras even though I'll miss a telephoto, bigger screen, 8gb of RAM vs 6. It's not an insane upgrade, but I really just wanted something new. My 13 Pro was feeling a little laggy with iOS 26 but it may have ironed itself out eventually.",0,performance,NEGATIVE,0.9838868975639343
Iphone 17,Same here! Plus I do not like the new Pro colors…,0,design,NEGATIVE,0.9987074136734009
Iphone 17," @flutgos that’s how mine is now, but I think my battery is worse haha so the 17 is def worth the upgrade??",0,battery,NEGATIVE,0.9992997646331787
Iphone 17,"I have watched some camera comparisons and the 2x cropped telephoto images are actually really solid, so you pretty much do have a 2x telephoto at least. Maybe not relevant since the 11 Pro but we used to consider that a tele 😅",0,camera,POSITIVE,0.999321699142456
Iphone 17,My wife has 13pro as well and I'm looking at everything to justify getting her the pro. But I can't find anything lol. Might go with base 17.,0,price,NEGATIVE,0.9950685501098633
Iphone 17,We have 13 pros and just upgraded to 17 pro (white). Wasn’t fond of the color availability for the 17 pro. I currently have the graphite which is hands down my favorite color scheme. First world problems I guess lol.,0,design,NEGATIVE,0.9972618818283081
Iphone 17,"How often do you really need that telephoto lens? Yes it’s nice to have, but I never used mine hardly ever on my old phone, which is why I went with the base",0,camera,NEGATIVE,0.9476062059402466
Iphone 17,I’m still on 13 pro 1TB and thinking if I’ll upgrade to 17 pro . I’m half way storage lol,0,others,NEGATIVE,0.9982550740242004
Iphone 17,"I’ve upgraded from a 13 pro to the base 17, only been using for a few hours, honestly I still feel like I’m on my 13 😂, I’m sure I’ll start to appreciate it soon",0,performance,POSITIVE,0.9993354678153992
Iphone 17,Exactly what I'm doing.,0,others,POSITIVE,0.9997628331184387
Samsung Galaxy Z Fold 7,There is a camera cutout option that puts a black bar where the camera is. It isn't too bad though,0,camera,POSITIVE,0.6486557126045227
Samsung Galaxy Z Fold 7,"Where did you get those icons man? They are gorgeous and I never new I needed something so much until i seen those!

Edit:  I also love your watch man! Where did you get it?",1,others,POSITIVE,0.9996849298477173
Samsung Galaxy Z Fold 7,How did you get your widgets that color?,0,others,NEGATIVE,0.9982175230979919
Samsung Galaxy Z Fold 7,"I must admit, I've wasted money on the S Pen for the phone device, but for tablet use, the S Pen remains a functional part of the screen entertainment.

Another draw back to the S Pen being a built-in feature is that more than likely that writing instrument will be as thin as a very expensive toothpick! 😊",0,others,NEGATIVE,0.9986221790313721
Samsung Galaxy Z Fold 7,"I agree with most of your assessment, but I strongly disagree with your suggestion to omit a selfie camera in future zfold designs. I participate in a lot of Zoom meetings, and the idea that I couldn't unfold my phone to watch a presentation while also participating via video is pretty unreasonable.",1,camera,NEGATIVE,0.9929085969924927
Samsung Galaxy Z Fold 7,"I agree you can't please everyone 
But taking away features that I use, and I wasn't complaining either 
So, I use the s-pen daily and video conference calls 3 times a week 
I appreciated the under camera display an uninterrupted inner display
I'm still not complaining because I not switching 
Thanks for the great review 😁",0,others,POSITIVE,0.9902359843254089
Samsung Galaxy Z Fold 7,"I'll straight up upgrade to the next gen or mid-gen that enables pen support.

The Fold 7 is downright the phone/tablet/workstation that I need it to be outside of that.",1,others,NEGATIVE,0.9686952233314514
Samsung Galaxy Z Fold 7,Your gripes are legit I love my 7 but those things need to change. 25 watt charging is ridiculous!!,0,battery,NEGATIVE,0.9987949132919312
Samsung Galaxy Z Fold 7,The magsafe cases are going on the bottom camera. And it effects the charging with the case.,0,camera,NEGATIVE,0.9887508749961853
Samsung Galaxy Z Fold 7,U can hide it with goodlock app. The camera even the phone is unfolded,0,camera,NEGATIVE,0.9726355075836182
Samsung Galaxy Z Fold 7,Coming from someone using an iPhone 7 can’t be worse then this 😂😂😂😂,0,others,NEGATIVE,0.9948136806488037
Samsung Galaxy Z Fold 7,"Love your  videos , even if they make the perfect phone  people will  find something to complain about , that’s just the way it is , that being said my only gripe is the price.",0,price,POSITIVE,0.9994377493858337
Samsung Galaxy Z Fold 7,What conjuction grabsd mine Monday loving it just got het a screen saver and wiring on my case mad the outer box case only comes in green and black,0,others,NEGATIVE,0.9961602687835693
Samsung Galaxy Z Fold 7,£914 with discounts and trade in..got 512 Black Z Fold 7. Can't wait!,0,price,NEGATIVE,0.8611484169960022
Samsung Galaxy Z Fold 7,I've been using it caseless. It fell on the pavement and sustained two minor dents on the hinge and a small scratch on the outer display.,0,design,NEGATIVE,0.9994148015975952
Samsung Galaxy Z Fold 7,How's your interior screen holding up? Mine has a scratch already and I dont even know how??,0,design,NEGATIVE,0.9986509680747986
Samsung Galaxy Z Fold 7,Now I agree with you on this video but I thought that was an issue where Apple will not allow other companies to put mag safe on their device,0,others,NEGATIVE,0.9922633171081543
Samsung Galaxy Z Fold 7,"it's funny cause i was a fold user until the s24Ultra + came out, but lately i just been itching to have a fold again and i just realized how much I dont really care for the S Pen anymore and just want to be able to do what I use to be able to do with the Fold that you show...",0,others,NEGATIVE,0.8707349896430969
Samsung Galaxy Z Fold 7,Well said about the faster charging!! It would be great to plug in for 10-15 minutes and boom get 40-50% battery increase like i could on my other phone. However make sure you dont make it bigger or thicker 😂,0,battery,NEGATIVE,0.9010761380195618
Samsung Galaxy Z Fold 7,Love my z fold 7,0,others,POSITIVE,0.9997770190238953
Iphone 17,Are you satisfied with the selfie camera? I heard many people liked the 14 more than 16.,0,camera,POSITIVE,0.9923736453056335
Iphone 17,"Same. I realized over the last 3 years that I haven't maximized by usage of the 14 Pro camera system. The 17 has all the pro features I need, being lighter and cheaper is a bonus.",0,camera,POSITIVE,0.9835852384567261
Iphone 17,I am thinking upgrading from 13 Pro to regular 17. Probably I will miss the zoom a bit but that would be the only thing.,0,camera,NEGATIVE,0.999244213104248
Iphone 17,"Having gone from a 14 pro max to the base 17, it’s been an amazing transition.",0,others,POSITIVE,0.9996936321258545
Iphone 17,⁠I made the same transition and I’m loving it so far.  Amazing value for the major step down in price.,0,price,POSITIVE,0.9998360872268677
Iphone 17,"I’m thinking about the same upgrade, or update. From 14 Pro to base 17.  A lot cheaper and makes more sense now the base is not that much less of a phone compared to the Pro line.",0,price,NEGATIVE,0.9964895844459534
Iphone 17,I’m thinking about getting a base iPhone 17 and selling my iPhone 14 Pro. Just wondering if the differences between them both are worth upgrading. I’m happy about my 14 pro but there is few things in 17 model that pulls my attention to it. I like taking photos with my iPhone and lack of telephoto might be the problem. I will wait and see.,0,camera,POSITIVE,0.7934622168540955
Iphone 17,"Sammeeeee, the batter isn’t there anymore",0,battery,NEGATIVE,0.9980030655860901
Iphone 17,"Next year s26 ultrayilu dolby vision varnund, athukondanu video quality applinte athrem varaathad. But still bheekara mosham quality onnumallato.",0,camera,NEGATIVE,0.9869788885116577
Iphone 17,"Pinne full time video edukkuna alukal kuravan, kooduthalum alukal photo an edukkar.",0,camera,NEGATIVE,0.968408465385437
Iphone 17,"​ @anazbinmuhammed i am using s24 ultra and my friends use s25 ultra as well as 15 pro max....For cinematic video the stabilisation focus and clarity of iPhone is miles ahead. We can't even use the footage from Samsung portrait video. Just use it and compare. Only good thing is Samsung log profile, that one feature is good",0,camera,POSITIVE,0.5462664365768433
Iphone 17,ok sure,0,others,POSITIVE,0.9997445940971375
Iphone 17,​ @CallMeShazzamTECH thank you... Oru april Muthal Njaan oru oneplus 13 useraa...,0,others,NEGATIVE,0.900968611240387
Iphone 17,Varum this month itself,0,others,NEGATIVE,0.9935477375984192
Samsung Galaxy Z Fold 7,"Crayon Icon Pack
Watch is the Galaxy Watch 8 Classic ⏵⏵⏵ https://geni.us/GalaxyWatch8Classic
And this is how I customized my watch: https://youtu.be/PInR-uK2hzY",0,others,NEGATIVE,0.9929211735725403
Samsung Galaxy Z Fold 7,Honestly I've been seeing a lot like you in the comments and I now see it has a place. Respect,0,others,POSITIVE,0.9998134970664978
Samsung Galaxy Z Fold 7,No one uses the pen,0,others,NEGATIVE,0.9993950128555298
Samsung Galaxy Z Fold 7,"""I already have the iPhone 14 Pro Max (Purple). Thinking about getting either the Fold 7, S24 Ultra, or waiting for the iPhone 17 Pro Max. What do you guys suggest for the best mix of flex and daily use?""",0,others,NEGATIVE,0.970121443271637
Samsung Galaxy Z Fold 7,Is log video coming to the Z Fold 6 through update or is it just exclusively Z Fold 7,0,others,NEGATIVE,0.9974294304847717
Samsung Galaxy Z Fold 7,Oh man that crease is still prominent. I'll stick with my Oppo find n5 for now.,0,design,NEGATIVE,0.7436021566390991
Samsung Galaxy Z Fold 7,Get a fitbag for it since you dont like a case. I feel the same way and mine shows up tomorrow! I hope it fits the OEM samsung silicone case,0,others,POSITIVE,0.9950408339500427
Samsung Galaxy Z Fold 7,Google Snap is coming ...... I am 100% sure this will be on the next edition. I am all for a better camera system. The 200mp was a great step in the right direction. Also as a side note.... Benks has a great AR protector.,0,camera,POSITIVE,0.9776411652565002
Samsung Galaxy Z Fold 7,What wallpaper are you using on the cover screen? Also yeah battery life is hella basura. I can't talk too bad about it because they did what I've always wanted and that's to increase the screen sizes.,0,battery,POSITIVE,0.9775347709655762
Samsung Galaxy Z Fold 7,They make like a sticker that you can put on your phone that makes it mag safe compatible,0,others,NEGATIVE,0.975913405418396
Samsung Galaxy Z Fold 7,"Absolutely love my GF7, but yeah, we need magnets!",0,others,POSITIVE,0.9915097951889038
Samsung Galaxy Z Fold 7,"Considering as a upgrade from s24 ultra, I watch alot of YouTube and play games would definitely live the spen and battery life is a negative for me but I would definitely need a case for the price its getting protected. Honestly may go with the 25 ultra but im on the fence.",0,battery,NEGATIVE,0.9896820187568665
Samsung Galaxy Z Fold 7,Inner screen needs under display camera. Because its better for Skype meetings and Microsoft Teams Video Calls. Need more than 4 megapixels though. At least 10 megapixels under display. And a S Pen and battery need to be larger than 5000. Make it thick not thin.,0,camera,NEGATIVE,0.9889743328094482
Samsung Galaxy Z Fold 7,is it worth it to switch from the s25 ultra?,0,others,POSITIVE,0.9261895418167114
Samsung Galaxy Z Fold 7,"Warning.  Hopefully, Samsug has improved the big screen  since I bought it. But I have a Fold 4, and within the 1st 6 months, the internal screen started to ""bleed""/black hole at the crease. And the place they send customers to fix it NEVER had the replacement  screens in stock...NEVER! So I only experienced the full screen for 6 months... not worth the money, in my opinion, unless they have fixed the problem with the crease (so many people had that bleeding issue), and you can get the internal screen fixed immediately.",0,design,NEGATIVE,0.999582827091217
Samsung Galaxy Z Fold 7,What is that tracking app?,0,others,NEGATIVE,0.9976310729980469
Samsung Galaxy Z Fold 7,Where did you get the wallpaper?,0,others,NEGATIVE,0.9991257786750793
Samsung Galaxy Z Fold 7,Is this better than the S25 ultra ?,0,others,POSITIVE,0.9968315958976746
Samsung Galaxy Z Fold 7,I bought it a week ago and I'm very happy,0,others,POSITIVE,0.9998811483383179
Samsung Galaxy Z Fold 7,Im sending mine back and keeping the S25U. The battery peformance/slow charging and poor camera system (utra wide and telephoto) are the reasons. A lot of photos have a lot of noise.,0,performance,NEGATIVE,0.999221920967102
Samsung Galaxy Z Fold 7,"Yes, it is slimmer, but that price sure isn't 😂",1,price,NEGATIVE,0.9888896942138672
Samsung Galaxy Z Fold 7,They're saving the anti-reflective screen cover to give them another reason to throw another $400 on the price tag LOL,0,price,NEGATIVE,0.9977454543113708
Samsung Galaxy Z Fold 7,17k views in 15 hours… YESSSUUHHH!!,0,others,POSITIVE,0.7071147561073303
Samsung Galaxy Z Fold 7,Thanks man I appreciate it!,0,others,POSITIVE,0.9998183846473694
Iphone 17,Saame!,0,others,POSITIVE,0.9973344802856445
Iphone 17,I’ve gone from the 11 to 17. It feels like a huge upgrade. Glad I waited the extra year.,0,others,POSITIVE,0.9969017505645752
Iphone 17,4S😂😂,0,others,NEGATIVE,0.697055995464325
Iphone 17,😂😂😂,0,others,NEGATIVE,0.6970556974411011
Iphone 17,Athin alle ath vangan pova nn paranje 😮,0,others,NEGATIVE,0.9569121599197388
Iphone 17,got it from twitter,0,others,POSITIVE,0.946245014667511
Iphone 17,All credit to editor asif,0,others,POSITIVE,0.9970126152038574
Iphone 17,I’m considering this as well. The trade in value would pay for most of it!,0,price,POSITIVE,0.9913691878318787
Iphone 17,I can't even imagine why you'd this? Either way congratulations I know the 17 is a damn nice phone.,0,others,POSITIVE,0.9987070560455322
Iphone 17,I got the 15 now. Thinking of jumping to the 17.. base model. I like smaller screens.,0,design,NEGATIVE,0.7162443995475769
Iphone 17,"What’s the advantage of the 17 compared to a 15 Pro Max""?",0,others,NEGATIVE,0.9504169225692749
Iphone 17," @avigator  I did the same thing, except I had an iPhone 15 Pro (really damn good phone). 17 is better in terms of energy and the new chip. Also you are getting 120hz on the base model without spending 400 extra bucks (really can’t see the valué on that, ur just getting a better camera and I did not used all the power of it).",0,battery,NEGATIVE,0.8274297118186951
Samsung Galaxy Z Fold 7,Screen I disagree. It’s using an 8bit panel but I do prefer the anti reflective coating on the ultra. Multitasking on a phone kind of sucks. Makes more sense on the fold using its big inner display. Zoom 100x looks like ass. Pen will depend on the person. Yes it’s a great phone but it being better? Well that depends on what you prioritize on a phone.,0,performance,NEGATIVE,0.9952728152275085
Samsung Galaxy Z Fold 7,I got mine for 800 and I didn't have to trade anything in,0,price,POSITIVE,0.9585955142974854
Samsung Galaxy Z Fold 7,"This video was a very fair comparison. As an iPhone user, now I want the Fold lol",1,others,NEGATIVE,0.9964779019355774
Samsung Galaxy Z Fold 7,"I love my z fold 7 , but i still got my s24 ultra, and i still have a hard time putting it down 😅😅",0,others,NEGATIVE,0.9933034777641296
Samsung Galaxy Z Fold 7,"I wish people would stop saying that apple has the strongest ecosystem, when it doesn't. My samsung ecosystem consist of a phone, tablet,watch, computer, TV and a damn washer and dryer.How in the hell is apples ecosystem better.",3,others,NEGATIVE,0.992523729801178
Samsung Galaxy Z Fold 7,"I brought a unlocked mint condition z fold 7 , 512GB for 1,299.00 on eBay",0,price,NEGATIVE,0.9948533177375793
Samsung Galaxy Z Fold 7,I have the iPhone 16 pro it’s titanium I think I will wait for the next iPhone I am not too keen on getting that 17,0,design,NEGATIVE,0.9939151406288147
Samsung Galaxy Z Fold 7,What a difficult choice . Same phone I’ve had for 6 yrs. or a new technology that works???😅,0,others,NEGATIVE,0.9987247586250305
Samsung Galaxy Z Fold 7,I am using both of it ... Samsung for work Apple for personal ...,0,others,NEGATIVE,0.9908046722412109
Samsung Galaxy Z Fold 7,"What is your definition of ""a day"" in regards to battery life. You say the Fold 7 gets you through the entire day wth 20-25% remaining. My entire day is 8am - 9pm, my Fold 7 has never lasted an entire day for me. Regularly down to 10-15% by late afternoon and needs a top up just in case.

By the way I'd never choose an iPhone due to IOS. Too restrictive and forces you to use the rest of the Apple products.",1,battery,NEGATIVE,0.9970260262489319
Samsung Galaxy Z Fold 7,S25 ultra still has the best speakers,0,others,POSITIVE,0.999688982963562
Samsung Galaxy Z Fold 7,Fold7 💪🏽💪🏽💪🏽💪🏽,0,others,NEGATIVE,0.9515247344970703
Samsung Galaxy Z Fold 7,I love my z fold7. Once I got use to having that amazing inner screen I can't go back. I got a Pixel 8A for work and I thought that's it? Yeah I'll keep my fold. Lol,0,design,POSITIVE,0.9993209838867188
Samsung Galaxy Z Fold 7,Im trying to find a reason to own an iphone and still cant rationalize it.  Android phones like the fold 7 really just check off all the boxes.  Iphones are outdated.,0,others,NEGATIVE,0.9997612833976746
Samsung Galaxy Z Fold 7,Would prefer Fold 7. Tablet and phone packed in one. Top it with AI. Good Review 👍,1,others,POSITIVE,0.9947466254234314
Samsung Galaxy Z Fold 7,Slab phone will never compete with an foldable no matter how hard you try it 😂. IPhone to a fold is blasphemy,0,others,NEGATIVE,0.9956470131874084
Samsung Galaxy Z Fold 7,Honesty it's not fair to put Crapple up against any Samsung device. It's not even close. Iphones are still miles behind. Great video!,0,others,POSITIVE,0.9828252196311951
Samsung Galaxy Z Fold 7,I watched this video like 7 times. Perfect summary analysis,1,others,POSITIVE,0.9355366230010986
Samsung Galaxy Z Fold 7,The Honor Magic V5 for the win,0,others,POSITIVE,0.9996403455734253
Samsung Galaxy Z Fold 7,Still cannot buy fold 7 in my country preorder user will be out of date,0,others,NEGATIVE,0.9974716901779175
